fee_algo_name,random_seed,lp_yield
FX_fee,699,19.88
FX_fee,701,19.39
FX_fee,700,19.33
FX_fee,702,19.19
FX_fee,704,19.27
FX_fee,703,19.33
FX_fee,705,19.37
FX_fee,706,19.68
FX_fee,707,19.34
FX_fee,710,19.3
FX_fee,708,19.58
FX_fee,711,19.53
FX_fee,709,19.46
FX_fee,712,19.74
FX_fee,714,18.94
FX_fee,713,19.3
FX_fee,715,19.78
FX_fee,717,19.09
FX_fee,716,19.67
FX_fee,718,19.14
FX_fee,719,19.02
FX_fee,721,19.35
FX_fee,722,19.32
FX_fee,720,19.36
FX_fee,724,19.14
FX_fee,723,19.24
FX_fee,725,19.06
FX_fee,726,19.5
FX_fee,727,19.63
FX_fee,729,19.39
FX_fee,728,19.45
FX_fee,730,19.03
FX_fee,731,19.05
FX_fee,732,19.66
FX_fee,733,19.22
FX_fee,736,19.58
FX_fee,734,18.97
FX_fee,737,19.34
FX_fee,735,19.69
FX_fee,738,18.88
FX_fee,739,19.21
FX_fee,741,19.63
FX_fee,742,19.65
FX_fee,740,18.91
FX_fee,743,19.46
FX_fee,744,19.32
FX_fee,745,19.48
FX_fee,746,19.44
FX_fee,747,19.42
FX_fee,749,19.35
FX_fee,750,18.97
FX_fee,748,18.89
FX_fee,751,19.41
FX_fee,752,19.19
FX_fee,753,19.23
FX_fee,754,19.99
FX_fee,755,19.63
FX_fee,756,19.18
FX_fee,758,19.04
FX_fee,757,19.68
FX_fee,759,19.61
FX_fee,760,19.13
FX_fee,761,19.61
FX_fee,763,19.57
FX_fee,762,19.41
FX_fee,764,19.78
FX_fee,765,19.66
FX_fee,766,19.05
FX_fee,768,19.37
FX_fee,767,19.51
FX_fee,769,19.38
FX_fee,771,19.67
FX_fee,770,19.42
FX_fee,772,19.32
FX_fee,773,19.32
FX_fee,774,19.49
FX_fee,775,19.48
FX_fee,776,19.18
FX_fee,777,19.21
FX_fee,778,19.5
FX_fee,779,19.7
FX_fee,781,19.4
FX_fee,780,19.41
FX_fee,782,19.66
FX_fee,783,19.62
FX_fee,784,19.5
FX_fee,785,18.99
FX_fee,787,19.6
FX_fee,789,19.71
FX_fee,786,19.51
FX_fee,788,19.23
FX_fee,790,19.36
FX_fee,791,19.69
FX_fee,792,19.71
FX_fee,794,19.0
FX_fee,793,19.39
FX_fee,795,19.15
FX_fee,796,19.51
FX_fee,797,19.6
FX_fee,798,19.45
FX_fee,799,19.31
FX_fee,801,19.32
FX_fee,800,19.73
FX_fee,802,19.51
FX_fee,803,19.26
FX_fee,804,19.53
FX_fee,805,18.75
FX_fee,806,19.49
FX_fee,807,19.46
FX_fee,809,19.56
FX_fee,808,19.64
FX_fee,810,19.42
FX_fee,811,19.27
FX_fee,812,19.05
FX_fee,813,19.3
FX_fee,814,19.43
FX_fee,815,19.15
FX_fee,817,18.83
FX_fee,816,19.56
FX_fee,818,19.61
FX_fee,819,19.54
FX_fee,820,19.49
FX_fee,822,19.79
FX_fee,821,19.16
FX_fee,823,19.23
FX_fee,824,19.46
FX_fee,825,19.03
FX_fee,826,19.36
FX_fee,827,19.76
FX_fee,828,20.08
FX_fee,829,19.33
FX_fee,830,19.62
FX_fee,831,19.35
FX_fee,833,19.43
FX_fee,832,19.79
FX_fee,834,19.87
FX_fee,835,19.45
FX_fee,836,19.54
FX_fee,837,19.47
FX_fee,838,19.59
FX_fee,839,19.09
FX_fee,840,19.18
FX_fee,841,18.87
FX_fee,842,18.87
FX_fee,844,19.37
FX_fee,843,19.27
FX_fee,845,19.46
FX_fee,846,18.78
FX_fee,848,19.39
FX_fee,847,19.78
FX_fee,849,19.63
FX_fee,852,19.71
FX_fee,851,19.68
FX_fee,850,19.37
FX_fee,853,19.31
FX_fee,854,19.15
FX_fee,855,19.58
FX_fee,856,19.53
FX_fee,857,19.06
FX_fee,858,19.43
FX_fee,859,19.28
FX_fee,860,19.19
FX_fee,861,19.33
FX_fee,862,19.03
FX_fee,863,19.47
FX_fee,865,19.35
FX_fee,864,18.92
FX_fee,866,19.51
FX_fee,869,19.27
FX_fee,868,19.78
FX_fee,867,19.7
FX_fee,870,18.9
FX_fee,872,19.66
FX_fee,871,19.65
FX_fee,874,19.37
FX_fee,873,19.19
FX_fee,875,19.79
FX_fee,876,19.14
FX_fee,877,18.89
FX_fee,878,19.93
FX_fee,879,19.29
FX_fee,880,19.82
FX_fee,883,19.15
FX_fee,882,19.64
FX_fee,881,19.08
FX_fee,885,18.99
FX_fee,884,19.35
FX_fee,887,19.78
FX_fee,886,19.19
FX_fee,889,19.52
FX_fee,890,19.5
FX_fee,888,19.03
FX_fee,892,19.37
FX_fee,891,19.55
FX_fee,894,19.12
FX_fee,895,19.21
FX_fee,896,19.5
FX_fee,893,19.31
FX_fee,898,18.87
FX_fee,897,18.88
FX_fee,899,19.09
FX_fee,900,19.76
FX_fee,901,19.0
FX_fee,902,19.5
FX_fee,903,19.43
FX_fee,904,19.1
FX_fee,905,19.78
FX_fee,907,19.39
FX_fee,906,19.04
FX_fee,908,19.03
FX_fee,909,19.19
FX_fee,910,19.65
FX_fee,911,19.69
FX_fee,912,19.51
FX_fee,913,19.66
FX_fee,914,19.58
FX_fee,915,19.18
FX_fee,916,19.63
FX_fee,917,19.32
FX_fee,918,19.46
FX_fee,919,19.38
FX_fee,921,19.34
FX_fee,922,19.45
FX_fee,920,19.16
FX_fee,924,19.0
FX_fee,923,19.56
FX_fee,925,18.93
FX_fee,926,19.42
FX_fee,927,19.82
FX_fee,928,19.92
FX_fee,929,19.44
FX_fee,930,18.89
FX_fee,931,19.18
FX_fee,932,19.49
FX_fee,935,19.77
FX_fee,934,19.35
FX_fee,933,19.25
FX_fee,936,19.71
FX_fee,937,19.7
FX_fee,938,19.5
FX_fee,939,19.55
FX_fee,940,19.79
FX_fee,941,19.61
FX_fee,942,19.54
FX_fee,944,19.8
FX_fee,943,19.37
FX_fee,945,19.25
FX_fee,946,19.4
FX_fee,947,19.83
FX_fee,948,19.52
FX_fee,949,19.28
FX_fee,950,19.25
FX_fee,951,19.61
FX_fee,952,19.15
FX_fee,953,19.63
FX_fee,954,19.24
FX_fee,955,19.67
FX_fee,957,19.52
FX_fee,956,19.02
FX_fee,958,19.23
FX_fee,960,19.7
FX_fee,959,19.78
FX_fee,961,19.38
FX_fee,962,19.34
FX_fee,963,19.09
FX_fee,965,19.52
FX_fee,964,19.55
FX_fee,966,19.41
FX_fee,967,19.59
FX_fee,968,19.86
FX_fee,969,19.21
FX_fee,972,19.52
FX_fee,971,19.27
FX_fee,970,19.38
FX_fee,973,19.65
FX_fee,974,19.25
FX_fee,975,19.25
FX_fee,976,19.55
FX_fee,977,19.36
FX_fee,978,19.19
FX_fee,980,19.49
FX_fee,979,19.34
FX_fee,981,18.75
FX_fee,982,19.38
FX_fee,984,19.19
FX_fee,985,19.08
FX_fee,983,18.49
FX_fee,987,19.16
FX_fee,986,19.28
FX_fee,988,19.32
FX_fee,989,19.31
FX_fee,991,19.47
FX_fee,992,19.55
FX_fee,990,19.62
FX_fee,993,19.51
FX_fee,994,19.39
FX_fee,995,19.42
FX_fee,996,19.58
FX_fee,998,19.35
FX_fee,997,19.04
FX_fee,999,19.58
DA_fee,0,20.17
DA_fee,1,19.78
DA_fee,4,20.8
DA_fee,2,20.17
DA_fee,3,20.09
DA_fee,5,19.78
DA_fee,6,18.62
DA_fee,7,18.8
DA_fee,8,19.99
DA_fee,9,20.76
DA_fee,10,20.53
DA_fee,12,22.24
DA_fee,11,19.02
DA_fee,13,19.13
DA_fee,15,18.62
DA_fee,16,19.34
DA_fee,14,19.15
DA_fee,17,18.3
DA_fee,18,19.28
DA_fee,19,20.03
DA_fee,20,19.67
DA_fee,21,18.55
DA_fee,22,18.6
DA_fee,25,17.8
DA_fee,24,19.09
DA_fee,23,18.71
DA_fee,26,21.25
DA_fee,27,20.36
DA_fee,29,19.66
DA_fee,28,17.17
DA_fee,30,16.6
DA_fee,31,21.07
DA_fee,32,19.66
DA_fee,34,18.69
DA_fee,33,20.68
DA_fee,35,20.53
DA_fee,37,22.14
DA_fee,36,19.48
DA_fee,38,20.12
DA_fee,39,19.39
DA_fee,41,19.14
DA_fee,40,18.14
DA_fee,43,20.1
DA_fee,42,19.92
DA_fee,44,20.74
DA_fee,46,18.68
DA_fee,45,20.63
DA_fee,47,18.15
DA_fee,48,19.44
DA_fee,49,19.84
DA_fee,50,21.25
DA_fee,51,20.12
DA_fee,52,20.51
DA_fee,53,17.98
DA_fee,54,19.25
DA_fee,56,18.96
DA_fee,55,20.72
DA_fee,57,21.16
DA_fee,59,18.77
DA_fee,58,19.76
DA_fee,60,18.55
DA_fee,61,17.17
DA_fee,62,18.77
DA_fee,63,17.88
DA_fee,64,20.86
DA_fee,65,19.48
DA_fee,66,18.35
DA_fee,67,18.68
DA_fee,68,19.68
DA_fee,69,21.19
DA_fee,70,19.62
DA_fee,71,17.88
DA_fee,72,20.01
DA_fee,73,19.91
DA_fee,74,15.97
DA_fee,76,19.49
DA_fee,75,16.85
DA_fee,77,18.13
DA_fee,79,19.15
DA_fee,78,19.0
DA_fee,81,20.51
DA_fee,80,18.23
DA_fee,82,20.65
DA_fee,83,18.02
DA_fee,84,20.23
DA_fee,85,19.68
DA_fee,86,20.39
DA_fee,87,15.6
DA_fee,88,19.33
DA_fee,89,18.64
DA_fee,90,20.93
DA_fee,92,19.71
DA_fee,94,19.51
DA_fee,91,19.31
DA_fee,93,19.81
DA_fee,95,21.26
DA_fee,96,20.05
DA_fee,97,17.8
DA_fee,98,18.64
DA_fee,99,19.32
DA_fee,100,20.67
DA_fee,101,18.3
DA_fee,102,19.85
DA_fee,103,18.48
DA_fee,104,19.75
DA_fee,105,20.74
DA_fee,106,19.55
DA_fee,107,19.64
DA_fee,108,18.66
DA_fee,109,19.91
DA_fee,111,19.72
DA_fee,110,19.04
DA_fee,112,18.76
DA_fee,113,20.0
DA_fee,114,19.98
DA_fee,115,19.14
DA_fee,117,19.19
DA_fee,116,20.85
DA_fee,118,21.21
DA_fee,119,19.66
DA_fee,121,21.18
DA_fee,120,19.97
DA_fee,122,20.12
DA_fee,123,20.56
DA_fee,124,20.51
DA_fee,125,19.45
DA_fee,126,19.05
DA_fee,128,22.08
DA_fee,127,18.75
DA_fee,129,21.06
DA_fee,130,19.91
DA_fee,132,18.76
DA_fee,131,20.48
DA_fee,133,21.0
DA_fee,134,15.95
DA_fee,135,18.62
DA_fee,137,22.19
DA_fee,136,20.45
DA_fee,138,19.01
DA_fee,139,19.78
DA_fee,141,20.15
DA_fee,140,19.1
DA_fee,143,19.44
DA_fee,142,19.59
DA_fee,144,18.35
DA_fee,147,19.79
DA_fee,145,19.13
DA_fee,146,18.8
DA_fee,148,18.61
DA_fee,149,20.46
DA_fee,150,19.52
DA_fee,151,21.32
DA_fee,152,18.43
DA_fee,154,19.85
DA_fee,153,20.1
DA_fee,156,19.56
DA_fee,155,21.05
DA_fee,157,19.91
DA_fee,159,20.91
DA_fee,158,17.68
DA_fee,160,22.01
DA_fee,161,19.32
DA_fee,162,19.21
